Bwd.IAT.Total,Avg.Fwd.Segment.Size,Fwd.Packet.Length.Mean,Init_Win_bytes_forward,Destination.Port,Fwd.Header.Length,Bwd.IAT.Max,Bwd.IAT.Std,Total.Length.of.Fwd.Packets,Subflow.Fwd.Bytes,Source.Port,Bwd.IAT.Mean,Fwd.Packet.Length.Max,Fwd.IAT.Total,Flow.Duration,Flow.Bytes.s,Flow.Packets.s,Down.Up.Ratio,ProtocolName,source_file
61792587.995529175,151.85714285714286,194.71428571428572,65535,443,300,61521797.89543152,22907709.921835985,1063,1063,41796,10298764.66592153,618.0,333707.0941925049,61815515.04135132,48.07854465035014,0.22648035837984587,1.0,YOUTUBE,youtube.pcap
0.0,31.0,59.0,0,53,28,0.0,0.0,31,31,41538,0.0,59.0,0.0,13776.063919067383,15534.190408611827,145.17934961319466,1.0,YOUTUBE,youtube.pcap
97925077.91519165,748.0503597122303,776.0503597122303,0,443,3892,11369762.182235718,2560041.5270370105,103979,103979,49688,915187.6440672117,1278.0,97933171.98753357,98053771.01898193,1207.8984700860892,2.5190260143302803,0.7769784172661871,YOUTUBE,youtube.pcap
0.0,55.0,83.0,0,53,28,0.0,0.0,55,55,40744,0.0,83.0,0.0,12239.933013916016,18872.65230433597,163.39958705052788,1.0,YOUTUBE,youtube.pcap
2729489.0880584717,136.61627906976744,164.61627906976744,0,443,2408,2613646.984100342,125892.77516211585,11749,11749,45256,6347.649041996446,1278.0,2711493.0152893066,2737938.165664673,200183.11840397015,188.828223545542,5.011627906976744,YOUTUBE,youtube.pcap
0.0,33.0,61.0,0,53,28,0.0,0.0,33,33,2457,0.0,61.0,0.0,6660.938262939453,40234.57198081466,300.25799985682585,1.0,YOUTUBE,youtube.pcap
67766441.10679626,454.1066666666667,482.1066666666667,0,443,2100,24701987.981796265,3373627.5567434,34058,34058,42302,836622.7297135341,1278.0,67741246.2234497,67788811.20681763,729.0583670101232,2.316016422253032,1.0933333333333333,YOUTUBE,youtube.pcap
0.0,53.0,81.0,0,53,28,0.0,0.0,53,53,18158,0.0,81.0,0.0,18296.003341674805,11477.916574362449,109.31349118440428,1.0,YOUTUBE,youtube.pcap
52049488.06762695,121.50393700787401,149.50393700787401,0,443,7112,16364056.11038208,478842.79751621484,30862,30862,40667,20315.959433109663,1278.0,52056261.06262207,52056261.06262207,63045.96090856259,54.11452806053889,10.090551181102363,YOUTUBE,youtube.pcap
0.0,43.0,71.0,0,53,28,0.0,0.0,43,43,28899,0.0,71.0,0.0,8036.136627197266,25883.084079985758,248.87580846140153,1.0,YOUTUBE,youtube.pcap
0.0,42.0,70.0,0,53,28,0.0,0.0,42,42,4620,0.0,70.0,0.0,6586.790084838867,23683.76674991856,303.6380352553661,1.0,YOUTUBE,youtube.pcap
60814337.01515198,522.4375,563.6875,65535,443,660,59856996.059417725,14474412.082087915,8359,8359,41802,3800896.0634469986,3711.0,979579.9255371094,60836642.98057556,284.76258963748796,0.5424362420940373,1.0625,YOUTUBE,youtube.pcap
